timestamp_utc,measurement_index,pair,impedance_data,e_start_timestamp,second_g_timestamp
2025-12-10T14:20:33.780+01:00,17,"3,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.784+01:00,18,"3,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.820+01:00,19,"3,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.824+01:00,20,"3,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.860+01:00,21,"3,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.864+01:00,22,"3,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.900+01:00,23,"3,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.904+01:00,24,"4,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.940+01:00,25,"4,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.944+01:00,26,"4,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.980+01:00,27,"4,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:33.984+01:00,28,"4,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.019+01:00,29,"4,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.024+01:00,30,"4,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.060+01:00,31,"4,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.064+01:00,32,"5,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.100+01:00,33,"5,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.104+01:00,34,"5,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.140+01:00,35,"5,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.144+01:00,36,"5,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.180+01:00,37,"5,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.184+01:00,38,"5,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.219+01:00,39,"5,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.224+01:00,40,"6,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.260+01:00,41,"6,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.264+01:00,42,"6,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.300+01:00,43,"6,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.304+01:00,44,"6,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.340+01:00,45,"6,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.345+01:00,46,"6,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.379+01:00,47,"6,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.385+01:00,48,"7,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.420+01:00,49,"7,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.460+01:00,50,"7,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.473+01:00,51,"7,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.499+01:00,52,"7,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.513+01:00,53,"7,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.540+01:00,54,"7,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.553+01:00,55,"7,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.580+01:00,56,"8,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.594+01:00,57,"8,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.660+01:00,58,"8,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.674+01:00,59,"8,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.695+01:00,60,"8,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.780+01:00,61,"8,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.785+01:00,62,"8,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.795+01:00,63,"8,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.820+01:00,64,"9,1",17550,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.825+01:00,65,"9,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.860+01:00,66,"9,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.865+01:00,67,"9,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.900+01:00,68,"9,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.905+01:00,69,"9,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.940+01:00,70,"9,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:34.945+01:00,71,"9,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.700+01:00,72,"1,2",17157,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.720+01:00,73,"1,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.740+01:00,74,"1,4",17107,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.755+01:00,75,"1,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.780+01:00,76,"1,6",17058,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.795+01:00,77,"1,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.822+01:00,78,"1,8",17033,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.838+01:00,79,"1,9",17009,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.900+01:00,80,"2,1",17157,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.915+01:00,81,"2,3",16923,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.940+01:00,82,"2,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.945+01:00,83,"2,5",16874,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.980+01:00,84,"2,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:39.991+01:00,85,"2,7",16849,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.024+01:00,86,"2,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.031+01:00,87,"2,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.060+01:00,88,"3,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.065+01:00,89,"3,2",16923,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.100+01:00,90,"3,4",16984,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.107+01:00,91,"3,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.140+01:00,92,"3,6",16935,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.145+01:00,93,"3,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.180+01:00,94,"3,8",16911,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.186+01:00,95,"3,9",16886,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.220+01:00,96,"4,1",17107,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.225+01:00,97,"4,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.260+01:00,98,"4,3",16984,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.265+01:00,99,"4,5",16813,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.300+01:00,100,"4,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.306+01:00,101,"4,7",16763,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.340+01:00,102,"4,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.345+01:00,103,"4,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.380+01:00,104,"5,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.385+01:00,105,"5,2",16874,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.420+01:00,106,"5,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.460+01:00,107,"5,4",16813,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.466+01:00,108,"5,6",16923,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.500+01:00,109,"5,7",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.506+01:00,110,"5,8",16874,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.540+01:00,111,"5,9",16849,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.546+01:00,112,"6,1",17058,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.580+01:00,113,"6,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.586+01:00,114,"6,3",16935,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.620+01:00,115,"6,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.626+01:00,116,"6,5",16923,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.740+01:00,117,"6,7",16776,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.765+01:00,118,"6,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.783+01:00,119,"6,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.810+01:00,120,"7,1",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.811+01:00,121,"7,2",16849,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.811+01:00,122,"7,3",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.830+01:00,123,"7,4",16763,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.858+01:00,124,"7,5",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.878+01:00,125,"7,6",16776,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.908+01:00,126,"7,8",16886,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.925+01:00,127,"7,9",16825,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.925+01:00,128,"8,1",17033,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.940+01:00,129,"8,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.946+01:00,130,"8,3",16911,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.980+01:00,131,"8,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:40.986+01:00,132,"8,5",16874,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.020+01:00,133,"8,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.026+01:00,134,"8,7",16886,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.060+01:00,135,"8,9",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.066+01:00,136,"9,1",17009,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.100+01:00,137,"9,2",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.106+01:00,138,"9,3",16886,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.140+01:00,139,"9,4",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.179+01:00,140,"9,5",16849,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.186+01:00,141,"9,6",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.198+01:00,142,"9,7",16825,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
2025-12-10T14:20:41.220+01:00,143,"9,8",9999999,2025-12-10T14:20:34.982+01:00,2025-12-10T14:20:35.060+01:00
